0.0	0.250000	speech
0.251000	0.970000	silence
0.971000	2.130000	speech
2.131000	2.220000	silence
2.221000	2.560000	speech
2.561000	2.620000	silence
2.621000	2.760000	speech
2.761000	2.860000	silence
2.861000	4.530000	speech
4.531000	4.610000	silence
4.611000	4.660000	speech
4.661000	5.290000	silence
5.291000	5.730000	speech
5.731000	6.330000	silence
6.331000	7.730000	speech
7.731000	7.830000	silence
7.831000	8.270000	speech
8.271000	8.350000	silence
8.351000	9.360000	speech
9.361000	10.840000	silence
10.841000	12.040000	speech
12.041000	12.090000	silence
12.091000	12.650000	speech
12.651000	14.690000	silence
14.691000	15.330000	speech
15.331000	15.450000	silence
15.451000	16.110001	speech
16.111001	16.180000	silence
16.181000	16.490000	speech
16.491000	16.580000	silence
16.581000	16.830000	speech
16.831000	16.879999	silence
16.880999	17.059999	speech
17.060999	17.120001	silence
17.121001	17.469999	speech
17.470999	17.520000	silence
17.521000	18.830000	speech
18.831000	19.000000	silence
19.001000	19.280001	speech
19.281001	19.379999	silence
19.380999	21.180000	speech
21.181000	21.250000	silence
21.251000	21.670000	speech
21.671000	21.730000	silence
21.731000	22.450001	speech
22.451001	22.500000	silence
22.501000	22.910000	speech
22.911000	25.080000	silence
25.081000	25.270000	speech
25.271000	25.889999	silence
25.890999	26.340000	speech
26.341000	26.420000	silence
26.421000	26.660000	speech
26.661000	26.740000	silence
26.741000	26.990000	speech
26.991000	27.049999	silence
27.050999	27.809999	speech
27.810999	28.660000	silence
28.661000	29.400000	speech
29.401000	29.450001	silence
29.451001	29.990000	speech
29.991000	30.059999	silence
30.060999	30.780001	speech
30.781001	31.290001	silence
31.291001	31.500000	speech
31.501000	31.660000	silence
31.661000	35.540001	speech
35.541001	36.189999	silence
36.190999	36.639999	speech
36.640999	37.000000	silence
37.001000	37.200001	speech
37.201001	37.340000	silence
37.341000	38.990002	speech
38.991002	39.930000	silence
39.931000	40.029999	speech
40.030999	40.270000	silence
40.271000	40.330002	speech
40.331002	40.450001	silence
40.451001	40.529999	speech
40.530999	40.660000	silence
40.661000	40.750000	speech
40.751000	40.849998	silence
40.850998	42.119999	speech
42.120999	42.250000	silence
42.251000	42.400002	speech
42.401002	42.599998	silence
42.600998	43.400002	speech
43.401002	44.369999	silence
44.370999	45.950001	speech
45.951001	46.009998	silence
46.010998	47.299999	speech
47.300999	47.599998	silence
47.600998	49.919998	speech
49.920998	51.380001	silence
51.381001	51.799999	speech
51.800999	52.180000	silence
52.181000	52.630001	speech
